,Jobs,Companies,Locations,Salaries,Summaries,Link_Page
134,Big Data Engineer,SAI Global,Sydney NSW,Nothing Found,"The Data & Analytics team at SAI Global are embarking on a series of strategic initiatives to deliver growth and value to the business through enhanced capabilities in Data, Analytics and Reporting. To facilitate this growth the Data & Analytics team is currently architecting a Big Data & Analytics Platform to deliver Data, Analytic, Content and Reporting services to both SAI Global staff and our customers. The Data & Analytics team will also be involved in the development of new data-driven and analytically enabled products and services. To support this growth SAI Global needs to recruit capabilities with skill-sets and experience in working with larger and more diverse data sets. SAI Global provides a range of solutions, services and expertise to help individuals and organizations manage risk. Our business comprises four core divisions: Risk management solutions: We help companies take an integrated approach to risk lifecycle management through an innovative mix of industry expertise, market-leading software and ethics learning solutions; Global standards: We are a trusted provider of standards, technical information and regulatory content to organizations globally; Australian property broking and information: We are Australia’s largest provider of property information and settlement services and support confident decision making across all stages of the property lifecycle; Assurance certification and training: We provide accredited audit and certification services based on third-party endorsed management systems, and world-class training, to support organizations gain efficiencies, improve performance and ensure compliance. Underpinning all SAI Global’s diverse, market-leading solutions are proven and trusted business methodologies, powered by local expertise and know how. We have global reach, with locations across Europe, the Middle East, Africa, the Americas, Asia and the Pacific. To find out more about us - visit www.saiglobal.com Responsibilities: The Big Data Engineer responsibilities will include: Working as a member of project teams on strategically focused projects. This will include responsibilities for: Data discovery, acquisition, extraction, ingest, transformation and modelling of a variety of data sources. Preparing data models for analytical modelling and/or reporting Managing the quality and timely execution of data related components of projects. Working as a member of the project team to assist in the design & development the Enterprise Data & Analytics Hub Assist in the on-going management of the Enterprise Data & Analytics Hub Provide support to the business in the preparation and provision of data sets to support ad-hoc/be-spoke strategic and tactical decision making Play a role in the training and education and up-lift of capability of business analysts in accessing and preparing data for analysis. Working Experience Required: The Candidate should have the following professional experiences: 3-5 years of data engineering experience, preferably working with both distributed architectures as well as traditional RDBMS, ETL and Warehouse technologies Experience with agile or other rapid application development methods Experience working with content extraction from unstructured and semi-structured data sources Experience working with Data Science teams in the preparation of data sets for machine learning and advanced analytic modelling Significant knowledge of data modelling techniques and understanding of different data structures and their benefits and limitations under particular use cases The candidate should have the following technical capabilities & experience: Proficiency in data wrangling using tools such as Python, Scala, Spark SQL, SQL, R or similar Proficient understanding of distributed computing principles Proficiency with Hadoop, MapReduce, HDFS Proficiency with AWS Platform components including S3, EBS, EMR, Redshift, RDS, DynamoDB and SQS Experience with Spark SQL, Spark ML Experience with Big Data querying tools such as Pig, Hive, and Impala or similar Experience with NoSQL databases, such as HBase, Cassandra, MongoDB or similar Experience with RDBMS, Multi-dimensional modelling and traditional ETL using tools such as SQL Experience with acquisition of external data sources through API, web scraping, spider or similar Understanding of Master Data Management, Data Quality and Meta Data Management Selection Criteria: A minimum of Bachelor's degree in computer science, computer engineering, or similar technical discipline, with Masters or PhD’s qualifications in these domains considered favorably Certifications in AWS and Big Data Architectures & Tools (Hadoop, Spark, etc) would be considered favorably The candidate should have the following competencies: Experience of working cohesively as part of a dynamic project team Problem decomposition and problem solving capabilities. The candidate will need to work with data scientists, business stakeholders, product teams and potentially customers to understand the problems and challenges and provide solutions to their data requirements Proficient time management capabilities to manage quality and timely delivery of tasks The candidate must demonstrate commercial acuity through an ability to: Facilitate and contribute to meetings with stakeholders Understand commercial value and viability of solutions Have a willingness to understand the SAI Global business and how SAI generates revenue and drives growth The ability complete effective business and technical documentation A mindset to innovate and think strategically about growth and value To apply for this position click ‘ Apply’ below or with any questions please email recruitment@saiglobal.com 30+ days ago - save job - original job View or apply to job Other jobs you may like Datawarehouse (SSIS/ETL) Higher Recruitment - Sydney NSW 1 day ago Easily apply to this job Data Engineer Datalicious - North Sydney NSW 23 days ago Easily apply to this job Big Data Engineer Alitis - Sydney NSW Bayside Group - 21 hours ago Data Engineer Ethos BeathChapman - Sydney NSW 1 day ago Big Data Engineer / Data Engineer Opus Recruitment Solutions - Sydney NSW 1 day ago Big Data Engineer jobs in Sydney NSW Jobs at SAI Global in Sydney NSW",https://au.indeed.com/viewjob?jk=8103908857271369&from=tp-serp&tk=1c3cvjof181svfnc
135,Revenue Analyst,Accor Australia,Sydney NSW,Nothing Found,"ACCOR HOTELS is the world’s largest and fastest-growing hotel group with a network of more than 4000 properties in over 90 countries. We offer exceptional opportunities for career development across much-loved brands ranging from well-known five-star luxury hotels to budget lodgings. We are Accor’s Sydney Olympic Park Hotels Accor Sydney Olympic Park Hotels encompasses three distinctly #ICONIC brands - Pullman, Novotel & Ibis. No two days are the same in this rewarding work environment at the heart of Sydney’s Olympic Park, where many of Australia’s most exciting music, sporting & lifestyle events are held. The Team Joining our Revenue team in a 1 year parental leave cover position commencing mid January 2018 and reporting to the Director of Revenue, the focus of this role will be to continue to drive the growth and success of our hotels at Sydney Olympic Park. As an Accor team member you will also be eligible for worldwide hotel and restaurants discounts. We have a diverse employee and client base and would like you to join it with your own authentic personality and talents! Your Day to Day You will be a phenomenal prioritiser and keen conversationalist as you build relationships and drive sales strategies and revenue tactics for our three distinct AccorHotels’ brands in our precinct. Experience in working across multiple channels of distribution and hotel segments is essential as you will develop yield management strategies to leverage on the hotel’s current opportunities and identify the new. Data analytic skills to accurately read market trends, and the use of relevant software are also required. Come Join Us Career growth will be endless once you join our international network of hotels, as well as experience a daily fun and rewarding work environment. This role is a fantastic opportunity for a future leader to learn how to coordinate across 3 brands and build your problem solving acumen. Unlimited work rights in Australia are required for this role. Job : Analyst Primary Location : Pullman Hotel at Sydney Olympic Park Cnr Olympic Boulevard & Herb Elliot Avenue Sydney Olympic Park, NSW 2127 25 days ago - save job - original job View or apply to job Other jobs you may like Risk and Reporting Analyst BT Financial Group - Sydney Central Business District NSW Westpac Group - 20 days ago Revenue Analyst jobs in Sydney NSW Jobs at Accor Australia in Sydney NSW",https://au.indeed.com/viewjob?jk=0ea7993a69a41b5a&from=tp-serp&tk=1c3cvjof181svfnc
136,"Analyst Business Improvement, UBank",NAB - National Australia Bank,Sydney NSW,Nothing Found,"Showcase your Lean Six Sigma expertise Thrive within a growing, constantly changing business Exercise your business improvement passion, finding disruptive solutions If you're ready for the next step, the opportunity starts right here. At UBank, we’re on a mission to deliver a game changing customer experience by ensuring we have simpler, smarter, better processes. As our business grows, we’re seeking applications for an Analyst, Business Improvement to assist in our continuous drive for process transformation and optimisation. While we have the backing of one of Australia’s biggest organisations, we operate as a fin-tech. You get the best of both worlds; stability with a heap of workplace benefits along with the excitement of working in an innovative digital environment What's the job all about. Reporting to the Manager Business Improvement, you’ll be joining a newly created team of 5 specialists supporting the business to deliver on its vision to be Australia’s most referred brand. Employing your Lean Six Sigma (LSS) skills and expertise, you’ll be assisting the team to deliver benefits across a variety of improvement initiatives, from business transformation projects to smaller scale stabilisation work. You’ll also be assisting in embedding a continuous improvement and operational excellence culture within the business. So what will you do day to day. Use your expertise to help identify pain points and support the business to deliver initiatives of varying size and complexity to drive process efficiency, customer experience improvements and defined business benefits; Gather, interpret and present data for assisting in business decisions; Document and monitor business processes and standard operating procedures. What we need from you. You’ll be Lean Six Sigma Green Belt qualified; You’ll have proven experience in helping to deliver successful business improvement / transformation initiatives, ideally within the finance industry and more specifically in a contact centre environment; You’ll be outcome focused with a curious mindset; You’ll be comfortable with ambiguity and working under pressure; You’ll be a team player, with the ability to build strong relationships and work collaboratively across all levels; You’ll have strong communication skills and analytical capabilities; You’ll be resilient and flexible, embracing our fast past of change. Ready to jump on board? If you read the above and think, “Yes, that sounds like me!”, please submit your application with details of how you meet the required skills and experience. To be eligible to apply, you must have Australian or New Zealand citizenship or permanent residency status. We embrace diversity of thought, style and working arrangements to ensure our workforce is representative of the community we serve. At NAB we support workplace flexibility. Have a chat to us about how this can work for you… NAB - 21 days ago - save job - original job View or apply to job Other jobs you may like Business Analyst HCF - Sydney Central Business District NSW 1 hour ago Business Analyst Chandler Macleod - Sydney NSW 3 hours ago Infrastructure Business Analyst Continuum Recruitment - Sydney NSW 5 hours ago Infrastructure Business Analyst IAG - Sydney NSW 6 hours ago Easily apply to this job Business Analyst - 3 Month Contract Perigon Group - Sydney NSW 9 hours ago Analyst Business Improvement jobs in Sydney NSW Jobs at NAB in Sydney NSW",https://au.indeed.com/viewjob?jk=95496e19b693fd36&from=tp-serp&tk=1c3cvjof181svfnc
137,Consumer Insights - Research Analyst,Urbis,Melbourne VIC,Nothing Found,"Consumer Insights – Research Analyst Apply your numeric and analytical skills to discover what makes consumers tick Work within a dynamic environment Join an Australian company at the forefront of urban development Who We Are Urbis is a market-leading firm with the goal of shaping the cities and communities of Australia for a better future. Drawing together a network of the brightest minds, Urbis consists of practice experts, working collaboratively to deliver fresh thinking and independent advice and guidance – all backed up by real, evidence-based solutions. The Opportunity We are recruiting for a bright individual to join our Consumer Insights team as a Research Analyst. Our clients include Australia’s most prominent property developers who seek our expertise in understanding the motivations and behaviour of consumers to ensure the delivery of viable, relevant and attractive retail, residential, office, entertainment and mixed-use developments. Our advice helps shape places people ultimately want to live, work, shop or play in. As a successful candidate, you will have strong quantitative skills, an interest in the motivations and behaviour of consumers, a passion for research and the ability to mine and interrogate data to create insights. Our team works across a broad range of projects throughout Australia and Asia including retail precincts and shopping centres, residential developments from inner city apartments through to greenfield sites, student accommodation and retirement living, new town centres and office and mixed-use developments. About You As a Research Analyst your responsibilities will include: Designing, supervising and analysing bespoke quantitative and qualitative research including online surveys, face-to-face surveys, depth interviews and focus groups; Sourcing, analysing and aggregating data sets to obtain knowledge and insights across a wide range of sources and networks; Using appropriate tools such as Q, SPSS, GIS, internal databases and Microsoft Excel to extract, populate and manipulate data; and Collating and analysing data and presenting insights to assist the team in delivering evidence-based advice to clients. This role will suit a recent graduate who possesses a combination of the following competencies: Strong analytical and problem solving skills to thoroughly analyse and interpret qualitative and quantitative data; An ability to build rapport and effective working relationships with team members and clients; Strong written and verbal communication skills with the ability to present and synthesise data and evidence into clear, simple messaging; and Accuracy and attention to detail in all documentation and correspondence. Why Urbis? Working for Urbis means working with individuals who are passionate about what they do. It’s a place where you are encouraged to share your ideas in a professional but friendly office environment. To find out more about us visit our website at www.urbis.com.au/careers . Urbis is a firm that truly values its people and provides a broad range of benefits which include a competitive remuneration package, salary continuance insurance, regular social activities, health and wellbeing programs and ongoing training and professional development opportunities. Urbis is committed to fostering a work environment that is inclusive, supports flexibility, and welcomes diversity. 30+ days ago - save job - original job View or apply to job Other jobs you may like Research Analyst Fetch Recruitment - Melbourne VIC 1 day ago Research Analyst (Economics) Fair Work Commission - Melbourne VIC 11 hours ago Research Analyst Swinburne University of Technology - Melbourne VIC 5 hours ago Consumer Insight jobs in Melbourne VIC Jobs at Urbis in Melbourne VIC",https://au.indeed.com/viewjob?jk=e86ca252f93c6856&from=tp-serp&tk=1c3cvjof181svfnc
138,Intelligence Analyst,"Department of Economic Development, Jobs, Transpor...",Melbourne VIC,"$79,955 - $90,716 a year","$79,955 - $90,716 plus superannuation ($81,354 - $92,304 as at 1 January 2018) Ongoing Usual hours of work: Full Time (flexibility may be available) Usual work location: Attwood (flexibility may be available) The position of Intelligence Analyst forms a part of the Agriculture, Food and Fibre division within the Employment, Investment and Trade group. The Employment, Investment and Trade Group delivers programs and services to grow the Victorian economy. Its focus is on creating jobs and raising incomes through industry development, targeted investment and increasing the export value of Victorian firms. Reporting to the Manager – Domestic Animals, the Intelligence Analyst plays a critical role in supporting the Domestic Animals team to maintain, analyse and extract data from operational systems and other sources. The Intelligence Analyst is responsible for providing information, analysis and insights to internal and external stakeholders to support strategic decision-making. This position reports to the Manager, Domestic Animals. The successful applicant will work effectively as a member of a team, enjoy flexible working arrangements and undertake a wide variety of work across the branch. The position will be the lead data analyst for the Domestic Animals team and requires someone with well-developed interpersonal skills, research and analytical skills and a knowledge and understanding of regulatory frameworks across State and Local Government in order to determine appropriate options for action and to manage emerging issues. For a confidential discussion, please call Alex Krummel on (03) 9217 4147. Successful candidates will be required to undergo a National Police Records Check prior to commencing employment with the Department. For further information on the position, please see the attached position description. To apply, please click the ‘Apply Now' button below. All applications must address the Key Selection Criteria outlined in the position description. Applications close at midnight on 14 January 2018 and must address the Key Selection Criteria outlined in the Position Description. 26 days ago - save job - original job View or apply to job Other jobs you may like Intelligence Analyst Victoria Police - Melbourne City Centre VIC 5 days ago Business Intelligence Analyst GMT People - Melbourne VIC 28 days ago Business Intelligence/Business Analyst - Heal... Milestone Search - Melbourne VIC 28 days ago Business Intelligence Analyst Michael Page - Melbourne City Centre VIC Michael Page AU - 20 days ago Intelligence Analyst Victoria Police - Melbourne VIC Victorian Government - 5 days ago Intelligence Analyst jobs in Melbourne VIC Jobs at Department of Economic Development in Melbourne VIC",https://au.indeed.com/viewjob?jk=9fa62f93892b9097&from=tp-serp&tk=1c3cvjof181svfnc
139,Graduate Business Analyst,Empired,Perth WA,Nothing Found,"What you will do: • Work as part of a team, providing consulting services to Empired Ltd customers. • Liaise directly with the customer to understand their business processes, requirements and key objectives • Assist with the implementation, configuration and delivery of Dynamics projects (working with technologies such as .Net, C#, JavaScript, APIs, SQL Server, Azure development, Native Azure services and structure, USD - Unified Service Desk, Parature) • Assist with the development of business solutions within Dynamics 365 • Compose detailed functional and technical specifications, and data models where required • Demonstrate and articulate technical solutions in a non-technical manner to a wide variety of audiences • Work with the project team and customer to ensure successful delivery • Work closely with the Team Lead for meeting operational goals (billability, customer satisfaction, team satisfaction) • Participate in analysis and design workshops • Provide integration development to external systems and web services and provide development support services for the systems we have deployed • Contribute to the design and implementation of development best practices • Advise and consult on detailed technical integration approaches The Fit: Our Dynamics Solutions team are a dynamic, high-performing, collaborative team - who enjoy the thrill of meeting and exceeding expectations and take pride in delivering value to our clients. To fit in with us, you will need to align to these values and be a passionate, motivated, flexible and client focused Consultant. In addition you’ll enjoy working in a team and autonomously plus be able to adapt approaches, processes and decisions to suit the situation and facilitate the best outcome. As a Consultant in Dynamics Solutions, you will be able to communicate to a broad audience and enjoy sharing your knowledge with your peers. Requirements: To be considered for these opportunities you will need to meet the following criteria; • You must hold Australian/New Zealand citizenship or permanent residency, will full work rights at the time you submit your application. • Be able to commence full time employment in January 2018. • You must be in the final year of a university undergraduate degree or have completed your degree in 2017 (in Information Technology, or IT-related Business or Finance degree). • Experience in front and back end development using C# and ASP.Net MVC, HTML, CSS, JavaScript etc - highly desirable • Your GPA should be a minimum of 65% • You must have a proven passion for Information Technology and be able to demonstrate this! • You will be a collaborative team player, keen to work positively with others • You will have high attention to detail, excellent communication and analytical skills. Apply now for your chance to be part of our journey! 30+ days ago - Save Job - Original Job View or apply to job Other Jobs You May Like Business Analyst Cubix Global - Perth WA 27 days ago Easily apply to this job Business Analyst - Mining Robert Half Australia - Perth WA 7 days ago Business Analyst Finite IT - Perth WA 5 days ago Business Analyst Titan Recruitment - Perth WA 5 days ago Business Analyst Finite - Perth WA 5 days ago Easily apply to this job Graduate Business Analyst jobs in Perth WA Jobs at Empired in Perth WA",https://au.indeed.com/viewjob?jk=ae40e65d339cabe3&from=tp-serp&tk=1c3cvjof181svfnc
140,Mapping Analyst,"Department of Economic Development, Jobs, Transpor...",Melbourne VIC,"$81,354 - $92,304 a year","Mapping Analyst $81,354 - $92,304 (Plus Superannuation) Ongoing Usual hours of work: Full Time (flexibility may be available) Usual work location: MELBOURNE (flexibility may be available) The position of Mapping Analyst forms a part of the Policy and Reform / Transport Analysis & Assessment team within Transport for Victoria. Transport for Victoria (DEDJTR) is led by the Head, Transport for Victoria and staffed by DEDJTR employees. They are responsible for the creation of transport system policy and reforms, legislative development, network planning, asset and network development, rolling stock development, operational coordination and investment and engagement with users and Transport for Victoria agencies, including PTV and VicRoads. The Mapping Analyst supports the development and application of mapping, cartographic design, spatial analysis, data interpretation and graphic presentation using Geographic Information Systems (GIS) to support the transport portfolio and external stakeholders as required. The position helps to support response to marine pollution incidents and manage spatial data and services. To be successful you should be able to use a wide range of software application features for spatial data analysis, word processing, spreadsheets, etc; Assists others with problem-solving. Knowledge and experience with Map Info Professional and database products and experience in the use of GIS and graphical presentation software to develop mapping and data presentation. Candidates with demonstrated experience in spatial analysis, GIS or statistics would be favourably considered. A tertiary qualification in a relevant discipline such as statistics, engineering , market research transport or social sciences, would be well regarded. For a confidential discussion, please call John Farthing - Manager, Mapping on (03) 8392 8734. Successful candidates will be required to undergo a National Police Records Check prior to commencing employment with the Department. For further information on the position, please see the attached position description. To apply, please click the ‘Apply Now' button below. All applications must address the Key Selection Criteria outlined in the position description. Applications close at midnight on 15 January 2018 and must address the Key Selection Criteria outlined in the Position Description. Victorian Government - 7 days ago - save job - original job View or apply to job Other jobs you may like GIS Specialist Kimberley Land Council - Broome WA NRMjobs - 21 days ago GIS Analyst Jacobs - Canberra ACT 30+ days ago Geospatial Modeller CSIRO - Hobart TAS 7 days ago Mapping Analyst jobs in Melbourne VIC Jobs at Department of Economic Development in Melbourne VIC",https://au.indeed.com/viewjob?jk=1b51302eec6e8d64&from=tp-serp&tk=1c3cvjof181svfnc
141,Reporting Analyst -Parramatta-12 month Contract,ignite,Sydney NSW,$50 - $55 an hour,"I am looking for a Reporting Analayst to join a Large Telco Organisation in Parramatta on a 12 month + daily rate contract. Job Details: Responsible for generation of reports and providind analysis of results SQL Programming VBA Qlikview MS Office - Excel/ Powerpoint Strong Stakeholder Manaagement skills Experience with Data / Process Analysis If you feel you have the credentials to thrive in this thrive in this role, please don't hesitate to apply. 30+ days ago - save job - original job » Apply Now Indeed will send your application to alex.m.a4lkaj5j3wv9@igniteservices.aptrack.co.uk. Please review all application instructions before applying to ignite. Apply Now Other jobs you may like Reporting Process/ Business Analyst Ethos BeathChapman - Sydney NSW 21 days ago Reporting Analyst -Parramatta-12 month Contra... Ignite Specialist Recruitment Services - Sydney NSW 30+ days ago Reporting Analyst Programmed Professionals - Sydney NSW Programmed - 21 days ago Financial Reporting Analyst FutureYou - Sydney NSW FutureYou Executive Recruitment - 22 hours ago Data/ Report Analyst Michael Page - Sydney NSW Michael Page AU - 12 days ago",https://au.indeed.com/viewjob?jk=1a20c73bc14bcbd1&from=tp-serp&tk=1c3cvjof181svfnc
142,Senior Research Analyst - Industrials (Mid/Small Caps),Fulsearch,Sydney NSW,"$200,000 - $250,000 a year","You will be working for one of Australia's leading sell side equities houses, focussing on emerging companies. Senior Research Analyst - Industrials (Mid/ Small Caps) Your role You'll be responsible for maintaining all stock and industry models, writing research, dealing with corporate relationships and interacting with internal and external clients. The environment is challenging and demanding, but exciting and dynamic in one of Australia's leading sell side equities and research business. You'll also: maintain an in-depth knowledge of key companies and their sectors prepare research analysis reports and advise on investment ideas as well as write thematic sector pieces develop and maintain regular communication with company management teams, clients and our internal sales teams engage in financial modelling, forecasting and financial statement analysis participate in client marketing activities Your experience and skills You have: 5+ years' experience in Equity Research, major accounting firm, or a finance/strategy role in the Industrials sector, ideally Mid/Small Caps (including: aerospace and defence, industrial machinery, tools, lumber production, construction, waste management, manufactured housing, cement and metal fabrication.) Proven ability to critically review and analyse industry data You are: highly analytical, organized and able to multitask under tight time frames an excellent communicator, able to present recommendations and investment decisions persuasively competent in financial modelling, investment research, analysis and evaluation ideally possessing industry experience in Mid/Small Cap Industrials For a confidential discussion please email james@fulsearch.com or call direct on 0420562280. efinancialcareers AU - 2 days ago - save job - original job Apply Now Other jobs you may like Senior Research Analyst MCS Consulting - Sydney NSW 7 hours ago Senior Research Analyst | Quantitative and Qu... CCInternational Recruitment - Sydney NSW 30+ days ago Easily apply to this job Senior Research Analyst jobs in Sydney NSW Jobs at Fulsearch in Sydney NSW",https://au.indeed.com/viewjob?jk=6b00299f69f93713&from=tp-serp&tk=1c3cvjof181svfnc
143,Data Analyst,Ignite,Canberra ACT,"$80,000 - $90,000 a year","Job Role The Data Analyst works with stakeholders, business subject matter experts (SME’s) and related third parties specific to a project scope and context to identify define and document business activities, processes, work flows and software requirements. Key Responsibilities Create and maintain test data required to exercise test cases. Work within and support the company's environment and culture. Assist in the improvement of project processes, documentation and templates. Build and maintain relationships with project stakeholders and business SME’s to ensure understanding of current business activities and future business requirements. Other duties within the employee’s skill, competence and training. Define the scope of business improvements within a project context. Create and maintain business activity and process definitions for project business improvements within an organisational-wide target state model. Develop business scenarios and use cases as ICT system requirements to implement relevant Qualifications, knowledge and experience (Selection Criteria) Qualifications in ICT, project management (PRINCE2 or PMBOX), business administration or similar. Advanced skills in MS Office (Word, Excel, PowerPoint), Visio, MS/Project and HPQC (or similar). Knowledge of the business of a regulated utility, its structure and operations. Experience in ICT and process-centric projects in a commercial environment. Experience in engaging, influencing, negotiating and collaborating with a range of business stakeholders to develop ongoing working relationships that achieve positive outcomes. Experience in complex, dynamic, fast paced environments where new problems and issues frequently arise which require new methods to be created. Ability to analyse and document complex business processes. Ability to make effective decisions under pressure. Ability to think analytically and should be a problem solver. Ability to gather and interpret relevant data and information. 30+ days ago - save job - original job » Apply Now Indeed will send your application to newman.p.a4lkaj5j2qgy@igniteservices.aptrack.co.uk. Please review all application instructions before applying to Ignite. Apply Now Other jobs you may like Data Analyst - APS5-APS6 6 Month Contract On Q Recruitment - Canberra ACT 1 day ago APS6 Data Analyst Hays - Canberra ACT 5 days ago Data Analyst Chandler Macleod - Canberra ACT 19 days ago Data Migration Analyst DFP Recruitment Services - Canberra ACT 20 days ago",https://au.indeed.com/viewjob?jk=e09ad815def1c856&from=tp-serp&tk=1c3cvjof181svfnc
144,Business Analyst,Ignite,Sydney NSW,$600 - $700 a day,"Junior-Mid level Business Analyst CBD location Initial 6 month contract with strong chance of extension Top Tier bank About the Role Currently seeing a junior to mid-level business analyst to join one a top tier bank for an initial 6 month contract. This role would be ideal for Business Analysts with 2-5 years’ experience looking to expand their knowledge. What to expect within the role. Researching and analysing business problems including data analysis and business process analysis Working with subject matter experts to assess problems and propose potential solutions Identifying these solutions as business requirements and support sign-off of these by business and project team Supporting management the Project to ensure delivery to time, cost (General PMO activity)and quality while maintaining positive stakeholder relationships Identifying and assessing project tasks and Issues, recommending effective mitigation strategies and solutions to project lead and business owner Supporting the delivery of benefits as defined within the project scope Producing robust and timely reporting to team manager, project manager and stakeholders against the project plan Providing support where needed across different and interdependent work streams/projects Support Project Management activities by maintaining Requirement Traceability Matrixes Maintain Project Milestone and Tracking RAG status against baselined project plans. Producing packs and papers for governance Forums, minutes and actions and other secretariat duties Understanding of the Business and products (Home Buyer and D&T esp.) is preferable Experience in Crafting customer communications strategies is desirable (change management experience, Letter writing) Close attention to detail and good ability to identify errors in data/letters is essential If you are a junior to mid-level Business Analyst, please APPLY NOW 30+ days ago - save job - original job » Apply Now Indeed will send your application to shabnam.s.a4lkaj5j2gvk@igniteservices.aptrack.co.uk. Please review all application instructions before applying to Ignite. Apply Now Other jobs you may like Business Analyst Chandler Macleod - Sydney NSW 3 hours ago TM1 Business Analyst/Solution Designer FutureYou - Sydney NSW FutureYou Executive Recruitment - 1 day ago Development Engineer,Business Analyst, Tester SoftLabs Pty Ltd - Sydney NSW 16 hours ago Easily apply to this job Infrastructure Business Analyst IAG - Sydney NSW 6 hours ago Easily apply to this job Business Analyst Hays - Sydney Central Business District NSW 1 day ago",https://au.indeed.com/viewjob?jk=e89ee65982323b29&from=tp-serp&tk=1c3cvkgdp81sublq
145,Reporting Analyst -Parramatta-12 month Contract,ignite,Sydney NSW,$50 - $55 an hour,"I am looking for a Reporting Analayst to join a Large Telco Organisation in Parramatta on a 12 month + daily rate contract. Job Details: Responsible for generation of reports and providind analysis of results SQL Programming VBA Qlikview MS Office - Excel/ Powerpoint Strong Stakeholder Manaagement skills Experience with Data / Process Analysis If you feel you have the credentials to thrive in this thrive in this role, please don't hesitate to apply. 30+ days ago - save job - original job » Apply Now Indeed will send your application to alex.m.a4lkaj5j3wv9@igniteservices.aptrack.co.uk. Please review all application instructions before applying to ignite. Apply Now Other jobs you may like Financial Reporting Analyst FutureYou - Sydney NSW FutureYou Executive Recruitment - 22 hours ago Report Writer Analyst - Workday Michael Page - Chatswood NSW Michael Page AU - 4 days ago Data/ Report Analyst Michael Page - Sydney NSW Michael Page AU - 12 days ago Reporting Analyst Zone IT Solutions - Sydney NSW 14 days ago Easily apply to this job",https://au.indeed.com/viewjob?jk=1a20c73bc14bcbd1&from=tp-serp&tk=1c3cvkgdp81sublq
146,Data Analyst,Ignite,Canberra ACT,"$80,000 - $90,000 a year","Job Role The Data Analyst works with stakeholders, business subject matter experts (SME’s) and related third parties specific to a project scope and context to identify define and document business activities, processes, work flows and software requirements. Key Responsibilities Create and maintain test data required to exercise test cases. Work within and support the company's environment and culture. Assist in the improvement of project processes, documentation and templates. Build and maintain relationships with project stakeholders and business SME’s to ensure understanding of current business activities and future business requirements. Other duties within the employee’s skill, competence and training. Define the scope of business improvements within a project context. Create and maintain business activity and process definitions for project business improvements within an organisational-wide target state model. Develop business scenarios and use cases as ICT system requirements to implement relevant Qualifications, knowledge and experience (Selection Criteria) Qualifications in ICT, project management (PRINCE2 or PMBOX), business administration or similar. Advanced skills in MS Office (Word, Excel, PowerPoint), Visio, MS/Project and HPQC (or similar). Knowledge of the business of a regulated utility, its structure and operations. Experience in ICT and process-centric projects in a commercial environment. Experience in engaging, influencing, negotiating and collaborating with a range of business stakeholders to develop ongoing working relationships that achieve positive outcomes. Experience in complex, dynamic, fast paced environments where new problems and issues frequently arise which require new methods to be created. Ability to analyse and document complex business processes. Ability to make effective decisions under pressure. Ability to think analytically and should be a problem solver. Ability to gather and interpret relevant data and information. 30+ days ago - Save Job - Original Job Apply Now Indeed will send your application to . Please review all application instructions before applying to Ignite. Apply Now Other Jobs You May Like Data Analyst - APS5-APS6 6 Month Contract On Q Recruitment - Canberra ACT 1 day ago APS6 Data Analyst Hays - Canberra ACT 5 days ago Data Analyst Chandler Macleod - Canberra ACT 19 days ago Data Migration Analyst DFP Recruitment Services - Canberra ACT 20 days ago",https://au.indeed.com/viewjob?jk=e09ad815def1c856&from=tp-serp&tk=1c3cvkgdp81sublq
147,"Analyst, Customer Data & Analytics",Australian Securities Exchange (ASX),Australia,Nothing Found,"Provide In-depth ASX Customer Data analysis function as requested by the business.  Lead change initiatives to improving the customer experience  Promote the correct use of the CRM System within ASX  Contribute to the ASX customer data management plan  Help to design and implement the controls required to ensure the accuracy of the data in the CRM System (Salesforce)  Design and keep up to date the data management governance documentation and communicate / educate ASX Salesforce users  Contribute to the design and execution of the ASX Voice of the Customer program What you’ve done:  Good understanding of customer data modelling  Effectively utilised Salesforce as a CRM and have an in-depth knowledge of the reports and dash board functionalities ASX Position Description 1/2  Highly developed analytical, investigative and problem solving abilities  Ability to analyse large amounts of data and provide business driven insights  A proven track record in stakeholder engagement and coordination  Strong communication skills – verbal, written and presentation  Ability to manage and influence multiple stakeholders with conflicting objectives And if you’ve got some of this, even better:  Project and change management experience  Experience in a Professional Services environment  Experience designing implement process measurement systems  Voice of the Customer experience What you need to enjoy and be good at for this role:  Customer Driven & Delivery Focused – be an advocate for our customers  Results driven – have a strong drive to exceed team and personal KPI’s  Challenging the Status Quo – driving continuous improvement for better customer outcomes  Attention to detail – take ownership for the quality of the outcomes  Team Player – actively builds and maintains relationships; respectful, considerate, ethical and behaves with integrity  Agile, Adaptable & Resilient – able to manage and lead change and be positive  Analytical Thinker – detail orientated, methodical and guided by structure and process; seeks to deliver efficiency  Decisive Communicator – clearly articulates recommendations to management and the customer and keeps calm under pressure ASX Position Description 2/2 13 days ago - save job - original job » Apply Now Indeed will send your application to careers@asx.com.au. Please review all application instructions before applying to Australian Securities Exchange (ASX). Apply Now",https://au.indeed.com/viewjob?jk=7d64a8e9648c5c52&from=tp-serp&tk=1c3cvkgdp81sublq
